ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_PRINC,NUM_TEACH,NUM_COUNSELORS,NUM_SOCIAL,PER_ATTEND,PER_TURN_ALL,PER_TURN_FIVE_YRS
150601040001,KEENE CENTRAL SCHOOL,2018,15060104,KEENE CSD,DANIEL MAYBERRY,33 MARKET ST,KEENE VALLEY,5185764555,K-12,2,22,2,0,,,
150801040000,MINERVA CENTRAL SCHOOL DISTRICT,2018,15080104,MINERVA CSD,TIMOTHY FARRELL,1466 COUNTY RT 29,OLMSTEDVILLE,5182512000,"PK-12, UE",1,22,0,0,93,19,0
150801040001,MINERVA CENTRAL SCHOOL,2018,15080104,MINERVA CSD,HEIDI KELLY,1466 COUNTY RT 29,OLMSTEDVILLE,5182512000,"PK-12, UE",1,22,0,0,,,
150901040000,MORIAH CENTRAL SCHOOL DISTRICT,2018,15090104,MORIAH CSD,WILLIAM LARROW,39 VIKING LN,PORT HENRY,5185463301,"K-12, UE, US",2,79,1,0,93,8,46
150901040004,MORIAH JUNIOR-SENIOR HIGH SCHOOL,2018,15090104,MORIAH CSD,ALISON BURCH,39 VIKING LN,PORT HENRY,5185463301,"7-12, US",1,43,1,0,,,
150901040007,MORIAH ELEMENTARY SCHOOL,2018,15090104,MORIAH CSD,VALERIE STAHL,39 VIKING LN,PORT HENRY,5185463301,"K-6, UE",1,43,0,0,,,
151001040000,NEWCOMB CENTRAL SCHOOL DISTRICT,2018,15100104,NEWCOMB CSD,CLARK HULTS,5535 RT 28N,NEWCOMB,5185823341,"K-12, UE",1,19,1,0,95,0,
151001040001,NEWCOMB CENTRAL SCHOOL,2018,15100104,NEWCOMB CSD,CLARK HULTS,5535 RT 28N,NEWCOMB,5185823341,"K-12, UE",1,19,0,0,,,
151102040000,LAKE PLACID CENTRAL SCHOOL DISTRICT,2018,15110204,LAKE PLACID CSD,ROGER CATANIA,50 CUMMINGS RD,LAKE PLACID,5185232475,"K-12, UE, US",3,71,3,0,95,11,10
151102040001,LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL,2018,15110204,LAKE PLACID CSD,DANA WOOD,34 SCHOOL ST,LAKE PLACID,5185232474,"6-12, US",2,44,2,0,,,
151102040002,LAKE PLACID ELEMENTARY SCHOOL,2018,15110204,LAKE PLACID CSD,ERNEST WITKOWSKI,318 OLD MILITARY RD,LAKE PLACID,5185233640,"K-5, UE",1,27,1,0,,,
151401040000,SCHROON LAKE CENTRAL SCHOOL DISTRICT,2018,15140104,SCHROON LAKE CSD,JAMES POLUNCI,1125 US RT 9,SCHROON LAKE,5185327164,PK-12,1,28,0,0,97,7,100
151401040001,SCHROON LAKE CENTRAL SCHOOL,2018,15140104,SCHROON LAKE CSD,JAMES POLUNCI,1125 US RT 9,SCHROON LAKE,5185327164,PK-12,1,28,0,0,,,
151501060000,TICONDEROGA CENTRAL SCHOOL DISTRICT,2018,15150106,TICONDEROGA CSD,JOHN MCDONALD,5 CALKINS PL,TICONDEROGA,5185857400,"PK-12, UE, US",3,74,0,1,96,10,10
151501060001,TICONDEROGA SENIOR HIGH SCHOOL,2018,15150106,TICONDEROGA CSD,JOHN DONOHUE,5 CALKINS PL,TICONDEROGA,5185857400,"9-12, US",1,31,0,1,,,
151501060003,TICONDEROGA ELEMENTARY SCHOOL,2018,15150106,TICONDEROGA CSD,JOHN PERREAULT,116 ALEXANDRIA AVE,TICONDEROGA,5185857400,"PK-5, UE",1,30,0,0,,,
151501060007,TICONDEROGA MIDDLE SCHOOL,2018,15150106,TICONDEROGA CSD,JOHN PERREAULT,116 ALEXANDRIA AVE,TICONDEROGA,5185857442,"6-8, UE, US",1,19,0,0,,,
151601040000,WESTPORT CENTRAL SCHOOL DISTRICT,2018,15160104,WESTPORT CSD,CYNTHIA FORD-JOHNSTON,25 SISCO ST,WESTPORT,5189628244,K-12,1,22,0,0,95,24,40
151601040001,WESTPORT CENTRAL SCHOOL,2018,15160104,WESTPORT CSD,ADAM FACTEAU,25 SISCO ST,WESTPORT,5189628244,K-12,1,22,0,0,,,
151701040000,WILLSBORO CENTRAL SCHOOL DISTRICT,2018,15170104,WILLSBORO CSD,STEPHEN BROADWELL,29 SCHOOL LN,WILLSBORO,5189634456,"K-12, UE",1,32,1,0,93,9,33
151701040001,WILLSBORO CENTRAL SCHOOL,2018,15170104,WILLSBORO CSD,STEPHEN BROADWELL,29 SCHOOL LN,WILLSBORO,5189634456,"K-12, UE",1,32,1,0,,,
160101060000,TUPPER LAKE CENTRAL SCHOOL DISTRICT,2018,16010106,TUPPER LAKE CSD,SETH MCGOWAN,294 HOSLEY AVE,TUPPER LAKE,5183593371,"PK-12, UE, US",2,66,3,1,96,14,24
160101060001,TUPPER LAKE MIDDLE-HIGH SCHOOL,2018,16010106,TUPPER LAKE CSD,MATTHEW SOUTHWICK,25 CHANEY AVE,TUPPER LAKE,5183593322,"7-12, US",1,35,2,0,,,
160101060003,L P QUINN ELEMENTARY SCHOOL,2018,16010106,TUPPER LAKE CSD,CAROLYN MERRIHEW,294 HOSLEY AVE,TUPPER LAKE,5183592981,"PK-6, UE",1,32,1,1,,,
160801040000,CHATEAUGAY CENTRAL SCHOOL DISTRICT,2018,16080104,CHATEAUGAY CSD,LORETTA FOWLER,42 RIVER ST,CHATEAUGAY,5184976420,K-12,2,48,2,0,96,11,25
160801040001,CHATEAUGAY ELEMENTARY SCHOOL,2018,16080104,CHATEAUGAY CSD,HEIDI SAMPLE,42 RIVER ST,CHATEAUGAY,5184976290,K-6,1,28,1,0,,,
160801040002,CHATEAUGAY HIGH SCHOOL,2018,16080104,CHATEAUGAY CSD,LORI TOURVILLE,42 RIVER ST,CHATEAUGAY,5184976611,7-12,1,27,1,0,,,
161201040000,SALMON RIVER CENTRAL SCHOOL DISTRICT,2018,16120104,SALMON RIVER CSD,JANE COLLINS,637 COUNTY RT 1,FORT COVINGTON,5183586610,"K-12, UE, US",4,151,10,0,96,14,24
161201040001,SAINT REGIS MOHAWK SCHOOL,2018,16120104,SALMON RIVER CSD,SHARLEE THOMAS,385 CHURCH ST,HOGANSBURG,5183582763,K-5,1,39,1,0,,,
161201040002,SALMON RIVER HIGH SCHOOL,2018,16120104,SALMON RIVER CSD,MICHAEL WARDEN,637 COUNTY RT 1,FORT COVINGTON,5183586620,"9-12, US",1,55,4,0,,,
161201040003,SALMON RIVER ELEMENTARY SCHOOL,2018,16120104,SALMON RIVER CSD,KEVIN WALBRIDGE,637 COUNTY RT 1,FORT COVINGTON,5183586670,"K-5, UE",1,29,1,0,,,
161201040005,SALMON RIVER MIDDLE SCHOOL,2018,16120104,SALMON RIVER CSD,TAMMY RUSSELL,637 COUNTY RT 1,FORT COVINGTON,5183586650,"6-8, UE",1,48,4,0,,,
161401060000,SARANAC LAKE CENTRAL SCHOOL DISTRICT,2018,16140106,SARANAC LAKE CSD,DIANE FOX,79 CANARAS AVE,SARANAC LAKE,5188915460,"PK-12, UE, US",4,108,5,2,96,13,38
161401060001,PETROVA ELEMENTARY SCHOOL,2018,16140106,SARANAC LAKE CSD,BRYAN MUNN,79 CANARAS AVE,SARANAC LAKE,5188914221,"K-5, UE",1,32,1,0,,,
161401060002,SARANAC LAKE SENIOR HIGH SCHOOL,2018,16140106,SARANAC LAKE CSD,JOSHUA DANN,79 CANARAS AVE,SARANAC LAKE,5188914450,"9-12, US",1,37,1,1,,,
161401060003,SARANAC LAKE MIDDLE SCHOOL,2018,16140106,SARANAC LAKE CSD,BRUCE VANWEELDEN,79 CANARAS AVE,SARANAC LAKE,5188914221,"6-8, UE",1,30,2,0,,,
161401060004,BLOOMINGDALE SCHOOL,2018,16140106,SARANAC LAKE CSD,PATRICIA KENYON,79 CANARAS AVE,SARANAC LAKE,5188913198,K-5,1,14,0,1,,,
161501060000,MALONE CENTRAL SCHOOL DISTRICT,2018,16150106,MALONE CSD,JERRY GRIFFIN,42 HUSKIE LN,MALONE,5184837800,"K-12, UE, US",6,190,12,1,93,7,10
161501060006,FLANDERS ELEMENTARY SCHOOL,2018,16150106,MALONE CSD,MARY KATHRYN SEYMOUR,524 E MAIN ST,MALONE,5184837803,"K-5, UE",1,20,1,0,,,
161501060011,DAVIS ELEMENTARY SCHOOL,2018,16150106,MALONE CSD,LISA DUPREE,183 WEBSTER ST,MALONE,5184837802,K-5,1,39,2,0,,,
161501060014,FRANKLIN ACADEMY HIGH SCHOOL,2018,16150106,MALONE CSD,BRANDON PELKEY,42 HUSKIE LN,MALONE,5184837807,"9-12, US",1,69,5,0,,,
161501060015,MALONE MIDDLE SCHOOL,2018,16150106,MALONE CSD,JAMES KNIGHT,15 FRANCIS ST,MALONE,5184837801,6-8,1,56,3,0,,,
161501060016,SAINT JOSEPH'S ELEMENTARY SCHOOL,2018,16150106,MALONE CSD,KEELY DUNSHEE,99 ELM ST,MALONE,5184837806,K-5,2,17,1,0,,,
161601040000,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,2018,16160104,BRUSHTON-MOIRA CSD,DONNA ANDRE,758 COUNTY RT 7,BRUSHTON,5185298942,"K-12, US",2,75,3,0,95,13,20
161601040002,BRUSHTON-MOIRA HIGH SCHOOL,2018,16160104,BRUSHTON-MOIRA CSD,TODD LAPAGE,758 COUNTY RT 7,BRUSHTON,5185297342,"7-12, US",1,40,0,0,,,
161601040003,BRUSHTON GRADE SCHOOL,2018,16160104,BRUSHTON-MOIRA CSD,DEAN YANDO,758 COUNTY RT 7,BRUSHTON,5185297324,K-6,1,41,1,0,,,
161801040000,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,2018,16180104,ST REGIS FALLS CSD,ALAN TESSIER,92 N MAIN ST,ST REGIS FALLS,5188569421,"K-12, UE",1,41,0,0,94,6,22
161801040001,SAINT REGIS FALLS CENTRAL SCHOOL,2018,16180104,ST REGIS FALLS CSD,ALAN TESSIER,92 N MAIN ST,ST REGIS FALLS,5188569421,"K-12, UE",1,41,0,0,,,
170301020000,WHEELERVILLE UNION FREE SCHOOL DISTRICT,2018,17030102,WHEELERVILLE UFSD,RICHARD RUBERTI,2417 STATE HWY 10,CAROGA LAKE,5188352171,PK-8,1,17,0,0,97,28,33
170301020001,WHEELERVILLE SCHOOL,2018,17030102,WHEELERVILLE UFSD,RICHARD RUBERTI,2417 STATE HWY 10,CAROGA LAKE,5188352171,PK-8,1,17,0,0,,,
170500010000,GLOVERSVILLE CITY SCHOOL DISTRICT,2018,17050001,GLOVERSVILLE CITY SD,MICHAEL VANYO,234 LINCOLN ST,GLOVERSVILLE,5187755791,"K-12, UE, US",5,229,8,4,95,8,15
170500010004,BOULEVARD SCHOOL,2018,17050001,GLOVERSVILLE CITY SD,THOMAS KOMP,56 EAST BLVD,GLOVERSVILLE,5187755740,3-5,1,50,1,1,,,
170500010007,PARK TERRACE SCHOOL,2018,17050001,GLOVERSVILLE CITY SD,BRIAN DIPASQUALE,40 BLOOMINGDALE AVE,GLOVERSVILLE,5187755750,"K-2, UE",1,28,1,0,,,
170500010008,GLOVERSVILLE MIDDLE SCHOOL,2018,17050001,GLOVERSVILLE CITY SD,MARK BATTY,234 LINCOLN ST,GLOVERSVILLE,5187755720,"6-8, US",1,63,2,1,,,
170500010009,GLOVERSVILLE HIGH SCHOOL,2018,17050001,GLOVERSVILLE CITY SD,RICHARD DEMALLIE,199 LINCOLN ST,GLOVERSVILLE,5187755710,"9-12, US",1,72,3,1,,,
170500010011,KINGSBOROUGH SCHOOL,2018,17050001,GLOVERSVILLE CITY SD,LAURA BUZAS,24 W ELEVENTH AVE,GLOVERSVILLE,5187755730,K-2,1,28,1,0,,,
170600010000,JOHNSTOWN CITY SCHOOL DISTRICT,2018,17060001,JOHNSTOWN CITY SD,ROBERT DELILLI,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,5187624611,"PK-12, UE, US",6,149,4,0,96,7,12
170600010001,GLEBE STREET ELEMENTARY SCHOOL,2018,17060001,JOHNSTOWN CITY SD,ABBEY NORTH,502 GLEBE ST,JOHNSTOWN,5187623714,"1-3, UE",1,21,0,0,,,
170600010004,PLEASANT AVENUE SCHOOL,2018,17060001,JOHNSTOWN CITY SD,JEFFREY VIVENZIO,235 PLEASANT AVE,JOHNSTOWN,5187628610,"PK-1, 3",2,21,0,0,,,
170600010005,WARREN STREET SCHOOL,2018,17060001,JOHNSTOWN CITY SD,R SCOTT ZIOMEK,110 WARREN ST,JOHNSTOWN,5187623715,"4-6, UE",1,35,0,0,,,
170600010006,JOHNSTOWN SENIOR HIGH SCHOOL,2018,17060001,JOHNSTOWN CITY SD,MICHAEL BEATTY,1 SIR BILLS CIRCLE,JOHNSTOWN,5187624661,"9-12, US",1,62,2,0,,,
170600010007,KNOX JUNIOR HIGH SCHOOL,2018,17060001,JOHNSTOWN CITY SD,MICHAEL SATTERLEE,400 S PERRY ST,JOHNSTOWN,5187623711,"7-9, US",1,29,1,0,,,
170801040000,MAYFIELD CENTRAL SCHOOL DISTRICT,2018,17080104,MAYFIELD CSD,A PAUL SCOTT,27 SCHOOL ST,MAYFIELD,5186618222,"K-12, US",3,70,1,1,96,5,23
170801040001,MAYFIELD ELEMENTARY SCHOOL,2018,17080104,MAYFIELD CSD,NICHOLAS CRISCONE,80 N MAIN ST,MAYFIELD,5186618251,K-6,2,35,0,0,,,
170801040002,MAYFIELD JR/SR HIGH SCHOOL,2018,17080104,MAYFIELD CSD,CHRISTOPHER WOJESKI,27 SCHOOL ST,MAYFIELD,5186618200,"7-12, US",1,37,1,0,,,
170901040000,NORTHVILLE CENTRAL SCHOOL DISTRICT,2018,17090104,NORTHVILLE CSD,LESLIE FORD,131 S 3RD ST,NORTHVILLE,5188637000,PK-12,2,47,1,0,96,12,44
170901040001,NORTHVILLE HIGH SCHOOL,2018,17090104,NORTHVILLE CSD,MARIAH KRAMER,131 S 3RD ST,NORTHVILLE,5188637000,6-12,1,29,1,0,,,
170901040002,NORTHVILLE ELEMENTARY SCHOOL,2018,17090104,NORTHVILLE CSD,KEITH LALONE,131 S 3RD ST,NORTHVILLE,5188637000,PK-5,1,24,0,0,,,
171102040000,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,2018,17110204,BROADALBIN-PERTH CSD,STEPHEN TOMLINSON,20 PINE ST,BROADALBIN,5189542500,"PK-12, UE, US",4,144,5,3,94,7,33
171102040001,BROADALBIN-PERTH INTERMEDIATE SCHOOL,2018,17110204,BROADALBIN-PERTH CSD,DAN CASEY,1870 COUNTY HWY 107,AMSTERDAM,5189542750,3-5,1,33,0,1,,,
171102040002,LEARNING COMMUNITY AT BROADALBIN-PERTH (THE),2018,17110204,BROADALBIN-PERTH CSD,TERESA LAFOUNTAIN,100 BRIDGE ST,BROADALBIN,5189542650,PK-2,1,35,1,1,,,
171102040003,BROADALBIN-PERTH MIDDLE SCHOOL,2018,17110204,BROADALBIN-PERTH CSD,WAYNE BELL,1870 COUNTY HWY 107,AMSTERDAM,5189542700,"6-8, UE, US",1,35,2,0,,,
171102040004,BROADALBIN-PERTH HIGH SCHOOL,2018,17110204,BROADALBIN-PERTH CSD,ROBIN BLOWERS,100 BRIDGE ST,BROADALBIN,5189542600,"9-12, US",1,45,2,1,,,
180202040000,ALEXANDER CENTRAL SCHOOL DISTRICT,2018,18020204,ALEXANDER CSD,KATHLEEN MAERTEN,3314 BUFFALO ST,ALEXANDER,5855911551,"PK-12, UE, US",2,73,3,1,96,4,0
180202040002,ALEXANDER ELEMENTARY SCHOOL,2018,18020204,ALEXANDER CSD,MATTHEW STROUD,3314 BUFFALO ST,ALEXANDER,5855911551,"PK-5, UE",1,29,0,1,,,
180202040003,ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL,2018,18020204,ALEXANDER CSD,SHANNON WHITCOMBE,3314 BUFFALO ST,ALEXANDER,5855911551,"6-12, US",1,46,3,0,,,
180300010000,BATAVIA CITY SCHOOL DISTRICT,2018,18030001,BATAVIA CITY SD,CHRISTOPHER DAILEY,260 STATE ST,BATAVIA,5853432480,"PK-12, UE, US",4,210,12,0,96,7,6
180300010001,JOHN KENNEDY SCHOOL,2018,18030001,BATAVIA CITY SD,PAUL KESLER,166 VINE ST,BATAVIA,5853432480,"1-5, UE",1,43,2,0,,,
180300010003,JACKSON SCHOOL,2018,18030001,BATAVIA CITY SD,DIANE BONARIGO,411 S JACKSON ST,BATAVIA,5853432480,PK-2,1,30,1,0,,,
180300010005,BATAVIA MIDDLE SCHOOL,2018,18030001,BATAVIA CITY SD,SANDRA GRIFFIN,96 ROSS ST,BATAVIA,5853432480,"5-8, UE, US",1,81,4,0,,,
180300010006,BATAVIA HIGH SCHOOL,2018,18030001,BATAVIA CITY SD,SCOTT WILSON,260 STATE ST,BATAVIA,5853432480,"9-12, US",0,62,4,0,,,
180701040000,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,2018,18070104,BYRON-BERGEN CSD,EDMUND KOSIOREK,6917 W BERGEN RD,BERGEN,5854941220,"PK-12, US",2,94,5,1,96,10,15
180701040001,BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL,2018,18070104,BYRON-BERGEN CSD,AARON JOHNSON,6917 W BERGEN RD,BERGEN,5854941220,"7-12, US",1,51,4,0,,,
180701040004,BYRON-BERGEN ELEMENTARY SCHOOL,2018,18070104,BYRON-BERGEN CSD,BRIAN MEISTER,6971 W BERGEN RD,BERGEN,5854941220,PK-6,1,44,1,0,,,
180901040000,ELBA CENTRAL SCHOOL DISTRICT,2018,18090104,ELBA CSD,JEROME PIWKO,57 S MAIN ST,ELBA,5857579967,"PK-12, UE",2,42,2,0,99,11,0
180901040001,ELBA ELEMENTARY SCHOOL,2018,18090104,ELBA CSD,SCOTT KAPPERMAN,57 S MAIN ST,ELBA,5857579967,"PK-6, UE",1,22,0,0,,,
180901040002,ELBA JUNIOR-SENIOR HIGH SCHOOL,2018,18090104,ELBA CSD,CHRISTOPHER SALINAS,57 S MAIN ST,ELBA,5857579967,7-12,1,24,1,0,,,
181001060000,LE ROY CENTRAL SCHOOL DISTRICT,2018,18100106,LE ROY CSD,KIM COX,2-6 TRIGON PARK,LE ROY,5857688133,"PK-12, UE",2,108,5,1,95,13,15
181001060001,WOLCOTT STREET SCHOOL,2018,18100106,LE ROY CSD,CAROL MESSURA,2-6 TRIGON PARK,LE ROY,5857687115,"PK-6, UE",1,61,2,0,,,
181001060002,LE ROY JUNIOR-SENIOR HIGH SCHOOL,2018,18100106,LE ROY CSD,TIM MCARDLE,9300 SOUTH ST RD,LE ROY,5857688131,7-12,1,51,3,0,,,
181101040000,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,2018,18110104,OAKFIELD-ALABAMA CSD,MARK ALEXANDER,7001 LEWISTON RD,OAKFIELD,5859485211,"K-12, UE, US",2,86,4,0,96,10,7
181101040001,OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL,2018,18110104,OAKFIELD-ALABAMA CSD,LYNN MUSCARELLA,7001 LEWISTON RD,OAKFIELD,5859485211,"7-12, US",1,46,2,0,,,
181101040006,OAKFIELD-ALABAMA ELEMENTARY SCHOOL,2018,18110104,OAKFIELD-ALABAMA CSD,KELLY SANTORA,7001 LEWISTON RD,OAKFIELD,5859485211,"K-6, UE",1,41,2,0,,,
181201040000,PAVILION CENTRAL SCHOOL DISTRICT,2018,18120104,PAVILION CSD,KENNETH ELLISON,7014 BIG TREE RD,PAVILION,5855843115,"PK-12, UE",2,85,2,3,98,7,50
181201040001,PAVILION JUNIOR-SENIOR HIGH SCHOOL,2018,18120104,PAVILION CSD,SHEILA EIGENBROD,7014 BIG TREE RD,PAVILION,5855843115,6-12,1,47,2,2,,,
181201040002,D B BUNCE ELEMENTARY SCHOOL,2018,18120104,PAVILION CSD,BARBARA PARTELL,7071 YORK RD,PAVILION,5855843011,"PK-5, UE",1,40,0,1,,,
181302040000,PEMBROKE CENTRAL SCHOOL DISTRICT,2018,18130204,PEMBROKE CSD,MATTHEW CALDERON,8750 ALLEGHANY RD,CORFU,5855994525,PK-12,3,98,5,0,95,9,23
181302040001,PEMBROKE INTERMEDIATE SCHOOL,2018,18130204,PEMBROKE CSD,NORMAN FOSTER,58 ALLEGHENY RD,CORFU,5855994531,3-6,1,33,1,0,,,
181302040002,PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,2018,18130204,PEMBROKE CSD,KEITH PALMER,8750 ALLEGANY RD,CORFU,5855994525,7-12,1,46,3,0,,,
181302040003,PEMBROKE PRIMARY SCHOOL,2018,18130204,PEMBROKE CSD,NOELLE RENNOLDS,2486 MAIN RD,EAST PEMBROKE,5857628713,K-2,1,22,1,0,,,
190301040000,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,2018,19030104,CAIRO-DURHAM CSD,ANTHONY TAIBI,424 MAIN ST,CAIRO,5186228534,"PK-12, UE, US",4,131,5,1,95,11,15
190301040001,CAIRO-DURHAM ELEMENTARY SCHOOL,2018,19030104,CAIRO-DURHAM CSD,MARIE CULIHAN,424 MAIN ST,CAIRO,5186223231,"K-5, UE",2,51,1,0,,,
190301040003,CAIRO-DURHAM HIGH SCHOOL,2018,19030104,CAIRO-DURHAM CSD,MATTHEW WARD,1301 RT 145,CAIRO,5186228543,"9-12, US",1,58,3,0,,,
190301040004,CAIRO-DURHAM MIDDLE SCHOOL,2018,19030104,CAIRO-DURHAM CSD,NATHAN FARRELL,1301 RT 145,CAIRO,5186220490,"6-8, UE, US",1,38,1,0,,,
190401060000,CATSKILL CENTRAL SCHOOL DISTRICT,2018,19040106,CATSKILL CSD,KATHLEEN FARRELL,343 W MAIN ST,CATSKILL,5189434696,"PK-12, UE, US",3,130,4,5,95,9,24
190401060003,CATSKILL SENIOR HIGH SCHOOL,2018,19040106,CATSKILL CSD,ANNEMARIE BARKMAN,341 W MAIN ST,CATSKILL,5189432300,9-12,1,39,2,1,,,
190401060007,CATSKILL MIDDLE SCHOOL,2018,19040106,CATSKILL CSD,MARIELENA DAVIS,345 W MAIN ST,CATSKILL,5189435665,"6-8, UE, US",1,41,1,1,,,
190401060008,CATSKILL ELEMENTARY SCHOOL,2018,19040106,CATSKILL CSD,JOHN RIVERS,770 EMBOUGHT RD,CATSKILL,5189430574,PK-5,1,55,1,2,,,
190501040000,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,2018,19050104,COXSACKIE-ATHENS CSD,RANDALL SQUIER,24 SUNSET BLVD,COXSACKIE,5187311710,"K-12, US",4,121,4,2,93,8,25
190501040001,COXSACKIE-ATHENS HIGH SCHOOL,2018,19050104,COXSACKIE-ATHENS CSD,HEATH HANLEY,24 SUNSET BLVD,COXSACKIE,5187311800,"9-12, US",1,47,2,0,,,
190501040002,COXSACKIE ELEMENTARY SCHOOL,2018,19050104,COXSACKIE-ATHENS CSD,KAREN MILLER,24 SUNSET BLVD,COXSACKIE,5187311770,K-5,1,30,0,0,,,
190501040003,EDWARD J ARTHUR ELEMENTARY SCHOOL,2018,19050104,COXSACKIE-ATHENS CSD,JAMES MARTINO,51 3RD ST,ATHENS,5187311750,K-4,1,20,0,0,,,
190501040004,COXSACKIE-ATHENS MIDDLE SCHOOL,2018,19050104,COXSACKIE-ATHENS CSD,DAVID PROPER,24 SUNSET BLVD,COXSACKIE,5187311850,"5-8, US",1,50,1,0,,,
190701040000,GREENVILLE CENTRAL SCHOOL DISTRICT,2018,19070104,GREENVILLE CSD,CHERYL DUDLEY,4976 SR 81,GREENVILLE,5189665070,"PK-12, UE, US",3,100,4,0,96,11,14
190701040001,GREENVILLE MIDDLE SCHOOL,2018,19070104,GREENVILLE CSD,BRIAN REEVE,4976 SR 81,GREENVILLE,5189665070,"2, 6-8, 12",1,33,1,0,,,
190701040004,GREENVILLE HIGH SCHOOL,2018,19070104,GREENVILLE CSD,TODD HILGENDORFF,4976 SR 81,GREENVILLE,5189665070,"9-12, US",1,45,2,0,,,
190701040005,SCOTT M ELLIS ELEMENTARY SCHOOL,2018,19070104,GREENVILLE CSD,PETER MAHAN,11219 SR 32,GREENVILLE,5189665070,"K-5, UE",1,37,1,0,,,
190901040000,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,2018,19090104,HUNTER-TANNERSVILLE CSD,PATRICK DARFLER-SWEENEY,6094 MAIN ST,TANNERSVILLE,5185895400,"K-12, UE, US",2,45,2,0,90,18,55
190901040001,HUNTER-TANNERSVILLE MIDDLE SCHOOL HIGH SCHOOL,2018,19090104,HUNTER-TANNERSVILLE CSD,VACANT VACANT,6094 MAIN ST,TANNERSVILLE,5185895880,"7-12, US",1,23,1,0,,,
190901040003,HUNTER ELEMENTARY SCHOOL,2018,19090104,HUNTER-TANNERSVILLE CSD,MELINDA MCCOOL,7794 MAIN ST,HUNTER,5182634256,"K-6, UE",1,22,1,0,,,
191401040000,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,2018,19140104,WINDHAM-ASHLAND-JEWETT CSD,JOHN WIKTORKO,5411 STATE RT 23,WINDHAM,5187343400,"K-12, UE, US",1,39,2,0,96,7,40
191401040001,WINDHAM ASHLAND CENTRAL SCHOOL,2018,19140104,WINDHAM-ASHLAND-JEWETT CSD,KERRY OVERBAUGH,5411 STATE RT 23,WINDHAM,5187343400,"K-12, UE, US",1,39,2,0,,,
200101080000,PISECO COMMON SCHOOL DISTRICT,2018,20010108,PISECO COMN SD,RICHARD ROSE,1722 RT 8,PISECO,5185487555,,0,0,0,0,0,,
200401040000,INDIAN LAKE CENTRAL SCHOOL DISTRICT,2018,20040104,INDIAN LAKE CSD,MARK BRAND,6345 NYS RT 30,INDIAN LAKE,5186485024,PK-12,1,25,0,0,95,4,0
200401040001,INDIAN LAKE CENTRAL SCHOOL,2018,20040104,INDIAN LAKE CSD,DAVID SNIDE,6345 NYS RT 30,INDIAN LAKE,5186485024,PK-12,1,25,0,0,,,
200501080000,INLET COMMON SCHOOL DISTRICT,2018,20050108,INLET COMN SD,CHRISTINE HOLT,220 RT 28,INLET,3153573305,"PK-2, 4-6, UE",1,7,0,0,96,25,100
200501080001,INLET ELEMENTARY SCHOOL,2018,20050108,INLET COMN SD,CHRISTINE HOLT,220 RT 28,INLET,3153573305,"PK-2, 4-6, UE",1,7,0,0,,,
200601040000,LAKE PLEASANT CENTRAL SCHOOL DISTRICT,2018,20060104,LAKE PLEASANT CSD,HEATHER PHILO,120 ELM LAKE RD,SPECULATOR,5185487571,"PK-9, UE",1,20,0,0,95,5,0
200601040001,LAKE PLEASANT SCHOOL,2018,20060104,LAKE PLEASANT CSD,HEATHER PHILO,120 ELM LAKE RD,SPECULATOR,5185487571,"PK-9, UE",1,20,0,0,,,
200701040000,LONG LAKE CENTRAL SCHOOL DISTRICT,2018,20070104,LONG LAKE CSD,MARY JO DICKERSON,20 SCHOOL LN,LONG LAKE,5186242147,PK-12,1,19,0,0,94,22,43
200701040001,LONG LAKE CENTRAL SCHOOL,2018,20070104,LONG LAKE CSD,MARY JO DICKERSON,20 SCHOOL LN,LONG LAKE,5186242147,PK-12,1,19,0,0,,,
200702020000,RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,2018,20070202,RAQUETTE LAKE UFSD,RICHARD ROSE,115 RT 28,RAQUETTE LAKE,3153544733,,0,0,0,0,0,,
200901040000,WELLS CENTRAL SCHOOL DISTRICT,2018,20090104,WELLS CSD,THOMAS SINCAVAGE,1571 STATE RT 30,WELLS,5189246000,"PK-12, US",1,23,0,0,97,12,25
200901040001,WELLS SCHOOL,2018,20090104,WELLS CSD,JEREMY SIDDON,1571 STATE RT 30,WELLS,5189246000,"PK-12, US",1,23,0,0,,,
